id_servidor,nome,pesquisador_qid,id_unidade,unidade,id_centro,centro,coordenador,internos,externos
5752802,Adriano Bretanha Lopes Tort,,6026,INSTITUTO DO CÉREBRO,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,2,1
5752693,Adriano Caliman Ferreira Da Silva,,8366,DEPARTAMENTO DE ECOLOGIA,440,CENTRO DE BIOCIÊNCIAS,1,1,1
5752204,Adriano Charles Da Silva Cruz,,140,DEPARTAMENTO DE COMUNICAÇÃO SOCIAL,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,2,1
5754591,Adriano De Araújo Lima Liguori,,191,DEPARTAMENTO DE MEDICINA CLÍNICA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,0
3588433,Adriano Dos Santos,,5075,DEPARTAMENTO DE ENGENHARIA DE PETROLEO,445,CENTRO DE TECNOLOGIA,2,0,2
5752478,Adriano Henrique Do Nascimento Rangel,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,0,1
5753625,Adriano Lima Troleis,,142,DEPARTAMENTO DE GEOGRAFIA/CCHLA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,1,0
24851,Adriano Lopes Gomes,,140,DEPARTAMENTO DE COMUNICAÇÃO SOCIAL,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,1,0
5756452,Adriano Medeiros Costa,,140,DEPARTAMENTO DE COMUNICAÇÃO SOCIAL,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,2,0
5760148,Adriano Moraes De Oliveira,,139,DEPARTAMENTO DE ARTES,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,1,0
5752603,Adriano Thiago Lopes Bernardino,,235,CERES - DEPTO CIÊNCIAS EXATAS E APLICADAS,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,1,0
18741,Adriao Duarte Doria Neto,,56,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO,445,CENTRO DE TECNOLOGIA,1,1,0
5761023,Adriel Goncalves Oliveira,,120,DEPARTAMENTO DE MATEMÁTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,1,0
5751986,Afranio Cesar De Araujo,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,2,0
20885,Afranio Galdino De Araujo,,161,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,0,2,0
5758779,Aguinaldo Cesar Surdi,,199,DEPARTAMENTO DE EDUCAÇÃO FÍSICA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,3,0
5758746,Ailton Rodrigues Da Silva,,120,DEPARTAMENTO DE MATEMÁTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,1,1,0
5758829,Airan Dos Santos Borges De Oliveira,,5486,CERES - DEPARTAMENTO DE HISTÓRIA,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,2,2,0
5753012,Alcides De Oliveira Wanderley Neto,,6025,INSTITUTO DE QUÍMICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,1,2,3
5754611,Aldair De Sousa Paiva,,1440,EBSERH - DIVISÃO DE GESTÃO DE CUIDADO,8193,SUPERINTENDÊNCIA DO HUOL - EBSERH,0,1,0
5758792,Aldair Rodrigues Da Silva,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,2,0
25970,Aldo Aloisio Dantas Da Silva,,17,PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2,1,2
5753581,Alessandra Cardozo De Freitas,,5967,DEPARTAMENTO DE FUNDAMENTOS E POLÍTICAS DA EDUCAÇÃO,5965,CENTRO DE EDUCAÇÃO,1,1,1
5753583,Alessandra Castilho Ferreira Da Costa,,138,DEPARTAMENTO DE LETRAS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,0,1
5752871,Alessandra Mendes Pacheco Guerra Vale,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
22948,Alessandro Augusto De Azevedo,,5968,DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO,5965,CENTRO DE EDUCAÇÃO,1,1,1
5757705,Alessandro Augusto De Barros Facanha,,4880,DEPARTAMENTO DE EDUCAÇÃO - CERES,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,3,0
5753413,Alessandro Dozena,,142,DEPARTAMENTO DE GEOGRAFIA/CCHLA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",2,2,0
5760245,Alessandro Kappel Jordao,,196,DEPARTAMENTO DE FARMACIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,3,3,2
5752750,Alexandre Barbosa De Oliveira,,121,DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,1,3
22880,Alexandre Bezerra Viana,,284,ESCOLA DE MÚSICA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,2,0
5753864,Alexandre Fadigas De Souza,,8366,DEPARTAMENTO DE ECOLOGIA,440,CENTRO DE BIOCIÊNCIAS,1,1,2
34292,Alexandre Flavio Silva De Queiroz,,184,DEPARTAMENTO DE BIOFÍSICA E FARMACOLOGIA,440,CENTRO DE BIOCIÊNCIAS,1,0,1
5752917,Alexandre Reche E Silva,,284,ESCOLA DE MÚSICA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
5752726,Alexandre Santos Pimenta,Q90830623,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,1
5760440,Alexandre Virginelli Maiorino,,284,ESCOLA DE MÚSICA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
26304,Alexandro Barbosa,,163,DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,1,1,0
5753093,Alexandro Teixeira Gomes,,7847,DEPARTAMENTO DE LETRAS - CERES,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,2,2,0
5758535,Alex De Moura Batista,,235,CERES - DEPTO CIÊNCIAS EXATAS E APLICADAS,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,1,1,0
5758714,Alexey V Kuźmin,Q83670870,120,DEPARTAMENTO DE MATEMÁTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,1,0
2306717,Alex Francisco Antunes,,123,DEPARTAMENTO DE GEOLOGIA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,0,4
5751878,Alex Jose Souza Dos Santos,,195,DEPARTAMENTO DE ODONTOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,0,1
5757429,Alex Reinecke De Alverga,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,2,0
5754604,Alexsandra Rodrigues Feijao,,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,0,1
5753698,Alexsandro Ferreira Cardoso Da Silva,,1824,DEPARTAMENTO DE POLÍTICAS PÚBLICAS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,3,1
25907,Alexsandro Galeno Araujo Dantas,,30304,HUMANITAS - INSTITUTO DE ESTUDOS INTEGRADOS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,1,0
5759223,Alexsandro Pereira Lima,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,1
5756708,Alianda Maira Cornelio Da Silva,,177,DEPARTAMENTO DE MORFOLOGIA,440,CENTRO DE BIOCIÊNCIAS,3,1,2
5753766,Alice De Moraes Calvente Versieux,,183,DEPARTAMENTO DE BOTÂNICA E ZOOLOGIA,440,CENTRO DE BIOCIÊNCIAS,1,1,0
5757937,Aline Braga Galvao Silveira Fernandes,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,4,1
5759186,Aline De Moura Mattos,,5968,DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO,5965,CENTRO DE EDUCAÇÃO,0,1,0
54348,Aline Schwarz,,208,COORDENAÇÃO DO CURSO DE FARMÁCIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,0,1
5757154,Aline Virginia Medeiros Nelson,,11612,DEPARTAMENTO DE ADMINISTRAÇÃO PUBLICA E GESTÃO SOCIAL,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,1,1,0
5761008,Aliny Dayany Pereira De Medeiros Pranto,,5968,DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO,5965,CENTRO DE EDUCAÇÃO,0,2,0
5751838,Allan De Medeiros Martins,,112,DEPARTAMENTO DE ENGENHARIA ELÉTRICA,445,CENTRO DE TECNOLOGIA,0,1,0
5753624,Allyne Fortes Vitor,,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,1,0
5753094,Allyson Carvalho De Araujo,,199,DEPARTAMENTO DE EDUCAÇÃO FÍSICA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,2,0
15373,Almir Miranda Ferreira,,9726,DEPARTAMENTO DE COMPUTAÇÃO E TECNOLOGIA,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,0,1
5757141,Aluizio Ferreira Da Rocha Neto,,6069,INSTITUTO METROPOLE DIGITAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
20856,Alvaro Barroca Neto,,235,CERES - DEPTO CIÊNCIAS EXATAS E APLICADAS,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,0,1
25606,Álvaro Campos Cavalcanti Maciel,Q89541674,201,DEPARTAMENTO DE FISIOTERAPIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,1,1
5753426,Alvaro Ferraz Filho,,121,DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,2,0
5756809,Amanda Duarte Gondim,,6025,INSTITUTO DE QUÍMICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,3,2,2
5757780,Amanda Melissa Damiao Leite,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,10,0
5752885,Amandy Bandeira De Araujo,,284,ESCOLA DE MÚSICA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
5752291,Amarino Oliveira De Queiroz,,7847,DEPARTAMENTO DE LETRAS - CERES,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,1,0
5758475,Amiria Bezerra Brasil,,54,DEPARTAMENTO DE ARQUITETURA,445,CENTRO DE TECNOLOGIA,1,1,0
5757398,Amon Evangelista Dos Anjos Paiva,,5967,DEPARTAMENTO DE FUNDAMENTOS E POLÍTICAS DA EDUCAÇÃO,5965,CENTRO DE EDUCAÇÃO,0,0,1
5760191,Ana Angélica Rêgo de Queiroz,Q91724489,205,ESCOLA DE SAÚDE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,1
5758525,Ana Caldas Lewinsohn,,139,DEPARTAMENTO DE ARTES,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,2,0
5753546,Ana Carolina Luchiari,Q58662947,178,DEPARTAMENTO DE FISIOLOGIA E COMPORTAMENTO,440,CENTRO DE BIOCIÊNCIAS,2,5,1
5758548,Ana Carolina Patricio De Albuquerque Sousa,,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2,2,0
5760227,Ana Carolina Rios Simoni,,143,DEPARTAMENTO DE PSICOLOGIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,1,1
5759925,Ana Catharina Urbano Martins De Sousa Bagolan,,1452,NÚCLEO DE EDUCAÇÃO DA INFÂNCIA,5965,CENTRO DE EDUCAÇÃO,0,1,0
5751854,Ana Cristina Facundo De Brito Pontes,,6025,INSTITUTO DE QUÍMICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,1,3,1
5757834,Ana Elza Oliveira de Mendonça,Q89675169,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,4,13,0
5753630,Ana Flavia De Souza Timoteo,,205,ESCOLA DE SAÚDE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
5760742,Ana Gabriella Costa Lemos da Silva,Q90237633,203,DEPARTAMENTO DE NUTRIÇÃO,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,0,1
26007,Ana Graca Canan,,5206,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,1,0
5752200,Ana Heloneida De Araujo Morais,,203,DEPARTAMENTO DE NUTRIÇÃO,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,6,1
5759279,Ana Kalliny De Sousa Severo,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,3,0
5752257,Ana Karenina De Melo Arraes Amorim,,143,DEPARTAMENTO DE PSICOLOGIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,3,0
5752229,Ana Karina Da Costa Dantas,,193,DEPARTAMENTO DE PEDIATRIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,0
5754288,Ana Karina Da Costa Dantas,,1440,EBSERH - DIVISÃO DE GESTÃO DE CUIDADO,8193,SUPERINTENDÊNCIA DO HUOL - EBSERH,0,1,0
5754341,Ana Karina Silva Azevedo,,143,DEPARTAMENTO DE PSICOLOGIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,1,0
23673,Ana Katherine Da Silveira Goncalves De Oliveira,,197,DEPARTAMENTO DE TOCO-GINECOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,0,1
5759201,Ana Ludmila Freire Costa,,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,2,3,0
5752167,Ana Luísa Brandão de Carvalho Lira,Q89541562,198,DEPARTAMENTO DE ENFERMAGEM,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,2,1
5757724,Ana Luiza De Oliveira E Oliveira,,7278,ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,0,1
5758542,Ana Manhani Cáceres-Assenço,Q61939984,5610,DEPARTAMENTO DE FONOAUDIOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,2,3,1
5752217,Ana Maria De Oliveira Paz,,7847,DEPARTAMENTO DE LETRAS - CERES,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,0,2,0
5755869,Ana Patricia Dias Sales,,136,DEPARTAMENTO DE CIÊNCIAS SOCIAIS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,1,1
5752189,Ana Paula Barreto Gomes,,196,DEPARTAMENTO DE FARMACIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,7,0
5760339,Ana Paula Cavalheiro De Andrade,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,3,0
5757572,Ana Paula Costa Camara,,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,0
5755863,Ana Paula Cysne Barbosa,,1589,DEPARTAMENTO DE ENGENHARIA DE MATERIAIS,445,CENTRO DE TECNOLOGIA,0,1,2
5754337,Ana Paula Trussardi Fayh,Q90009449,203,DEPARTAMENTO DE NUTRIÇÃO,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,6,0
5756326,Ana Rafaela Luz de Aquino Martins,Q92657462,195,DEPARTAMENTO DE ODONTOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,2,4,0
25990,Ana Raquel Rodrigues Lindquist,Q91207869,201,DEPARTAMENTO DE FISIOTERAPIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,6,7,1
5754400,Ana Tania Lopes Sampaio,,202,DEPARTAMENTO DE SAÚDE COLETIVA,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,2,3
5756347,Ana Virginia Lima Da Silva Rocha,,138,DEPARTAMENTO DE LETRAS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,2,0
5752378,Anderson Clayton Alves De Melo,,50,DEPARTAMENTO DE ENGENHARIA MECANICA,445,CENTRO DE TECNOLOGIA,0,0,1
5758709,Anderson Cristopher Dos Santos,,1824,DEPARTAMENTO DE POLÍTICAS PÚBLICAS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,1,0
5760296,Anderson Dos Reis Albuquerque,,6025,INSTITUTO DE QUÍMICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,1,2,2
5752548,Anderson Luiz De Oliveira Cavalcanti,,56,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO,445,CENTRO DE TECNOLOGIA,1,1,1
5755819,Anderson Paiva Cruz,,6069,INSTITUTO METROPOLE DIGITAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,0,2
5751935,Anderson Souza Da Silva Lanzillo,,79,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,0,1,0
5752858,Andrea Camara Viana Venancio Aguiar,,205,ESCOLA DE SAÚDE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,7,0
24415,Andrea Cristina Santos De Jesus,,236,CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,1,1,2
5752672,Andrea Lima Da Silva,,162,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,2,4,1
5760246,Andrea Oliveira Nunes,,57,DEPARTAMENTO DE ENGENHARIA QUIMICA,445,CENTRO DE TECNOLOGIA,2,2,0
24596,Andrea Vasconcelos Carvalho,,63,DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,2,2,0
2261852,Andrea Virginia Sousa Dantas,,5393,DEPARTAMENTO DE TURISMO - DETUR,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,0,1,0
5752751,Andre Bessa Moreira,,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,2
5757906,Andre Carrico,,139,DEPARTAMENTO DE ARTES,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",2,1,1
5756367,Andre Ducati Luchessi,,117,DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS,441,CENTRO DE CIÊNCIAS DA SAÚDE,1,4,4
25429,Andre Ferrer Pinto Martins,,5968,DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO,5965,CENTRO DE EDUCAÇÃO,5,6,0
21790,André Laurindo Maitelli,,56,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO,445,CENTRO DE TECNOLOGIA,1,1,3
26268,Andre Luis Cabral De Lourenco,,160,DEPARTAMENTO DE ECONOMIA - DEPEC,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,1,1,0
5757116,Andre Luis Lopes Moriyama,,57,DEPARTAMENTO DE ENGENHARIA QUIMICA,445,CENTRO DE TECNOLOGIA,3,16,0
23835,Andre Luis Santos De Pinho,,47,DEPARTAMENTO DE ESTATISTICA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,1,0
5757969,Andre Luiz Da Silva Solino,,6069,INSTITUTO METROPOLE DIGITAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,0,1
5756955,Andre Luiz De Souza Brito,,6069,INSTITUTO METROPOLE DIGITAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
24949,Andre Mauricio Cunha Campos,,125,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA,439,CENTRO DE CIÊNCIAS EXATAS E DA TERRA,0,1,1
5751829,Andre Megali Amado,,180,DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA,440,CENTRO DE BIOCIÊNCIAS,0,0,1
5754622,Andre Morais Gurgel,,161,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD,443,CENTRO DE CIÊNCIAS SOCIAIS APLICADAS,1,1,1
22939,Andres Ortiz Salazar,,56,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO,445,CENTRO DE TECNOLOGIA,2,3,4
5759549,Andre Tessaro Pelinser,,7847,DEPARTAMENTO DE LETRAS - CERES,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,3,2,1
5752181,Andrey Pereira De Oliveira,,138,DEPARTAMENTO DE LETRAS,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",0,1,0
5760222,Andros Tarouco Gianuca,,8366,DEPARTAMENTO DE ECOLOGIA,440,CENTRO DE BIOCIÊNCIAS,1,1,0
18767,Angela Lúcia de Araújo Ferreira,Q96574749,54,DEPARTAMENTO DE ARQUITETURA,445,CENTRO DE TECNOLOGIA,3,3,0
127199,Angela Maria Chuvas Naschold,,4880,DEPARTAMENTO DE EDUCAÇÃO - CERES,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDÓ,1,1,2
5758407,Angela Mercedes Facundo Navia,,144,DEPARTAMENTO DE ANTROPOLOGIA,442,"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES",1,1,0
5757106,Angelica Teresa Nascimento De Medeiros,,205,ESCOLA DE SAÚDE,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,0,1,0
22912,Angelo Giuseppe Roncalli Da Costa Oliveira,,195,DEPARTAMENTO DE ODONTOLOGIA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,2,2
5759475,Angelo Raimundo Da Silva Neto,,427,DEPARTAMENTO DE MEDICINA INTEGRADA,441,CENTRO DE CIÊNCIAS DA SAÚDE,0,1,0
